D0_L2,D0_mean,D0_std,D1_L2,D1_mean,D1_std,D_mf,D_mf_mean,D_mf_std,Z_mf,control,error,has_verify_l2,json,kind,lmax,n_sims,nside,p_two_sided_mf,run_id,run_role,seed,verify_l2_ok
,,,,,,,,,,observed_planck_pr3__mf_v0_v1,missing_verify_l2,False,experiments/rgpx_proof_proto/cmb_phase_dagger/results/topology_mf_v0_v1/runs/22141380847/planck_lensing_topology_mf_v0_v1__lmax256__nside256__nsims2000__seed731__run22141380847.json,planck_pr3_lensing_phi_topology_mf_v0_v1,256,2000,256,0.0009995002498750624,topology_mf_v0_v1,observed,731,False
0.1078087878671455,0.0012467536925318814,0.000561297835466085,198.28031845916624,15.462245091363764,2.19222428513228,198.28034776801033,15.462245151312246,2.192224288650166,207.3579443423922,observed_planck_pr3__mf_v0_v1,,True,experiments/rgpx_proof_proto/cmb_phase_dagger/results/topology_mf_v0_v1/runs/22142181071/planck_lensing_topology_mf_v0_v1__lmax256__nside256__nsims2000__seed731__run22142181071.json,planck_pr3_lensing_phi_topology_mf_v0_v1,256,2000,256,0.0009995002498750624,topology_mf_v0_v1,observed,731,True
0.001400331684752949,0.0012467536925318814,0.000561297835466085,15.902350364715872,15.462245091363764,2.19222428513228,15.902350426371187,15.462245151312246,2.192224288650166,0.33936297606930727,observed_planck_pr3__mf_v0_v1,,True,experiments/rgpx_proof_proto/cmb_phase_dagger/results/topology_mf_v0_v1/runs/22147294523/planck_lensing_topology_mf_v0_v1__lmax256__nside256__nsims2000__seed731__run22147294523.json,planck_pr3_lensing_phi_topology_mf_v0_v1,256,2000,256,0.7876061969015492,topology_mf_v0_v1,observed,731,True
0.1078087878671455,0.0012467536925318814,0.000561297835466085,198.28031845916624,15.462245091363764,2.19222428513228,198.28034776801033,15.462245151312246,2.192224288650166,207.3579443423922,observed_planck_pr3__mf_v0_v1,,True,experiments/rgpx_proof_proto/cmb_phase_dagger/results/topology_mf_v0_v1/runs/22154382423/planck_lensing_topology_mf_v0_v1__lmax256__nside256__nsims2000__seed731__run22154382423.json,planck_pr3_lensing_phi_topology_mf_v0_v1,256,2000,256,0.0009995002498750624,topology_mf_v0_v1,observed,731,True
0.1078087878671455,0.0012467536925318814,0.000561297835466085,198.28031845916624,15.462245091363764,2.19222428513228,198.28034776801033,15.462245151312246,2.192224288650166,207.3579443423922,observed_planck_pr3__mf_v0_v1,,True,experiments/rgpx_proof_proto/cmb_phase_dagger/results/topology_mf_v0_v1/runs/22174563334/planck_lensing_topology_mf_v0_v1__lmax256__nside256__nsims2000__seed731__run22174563334.json,planck_pr3_lensing_phi_topology_mf_v0_v1,256,2000,256,0.0009995002498750624,topology_mf_v0_v1,observed,731,True
0.001400331684752949,0.0012467536925318814,0.000561297835466085,15.902350364715872,15.462245091363764,2.19222428513228,15.902350426371187,15.462245151312246,2.192224288650166,0.33936297606930727,observed_planck_pr3__mf_v0_v1,,True,experiments/rgpx_proof_proto/cmb_phase_dagger/results/topology_mf_v0_v1/runs/22175256542/planck_lensing_topology_mf_v0_v1__lmax256__nside256__nsims2000__seed731__run22175256542.json,planck_pr3_lensing_phi_topology_mf_v0_v1,256,2000,256,0.7876061969015492,topology_mf_v0_v1,observed,731,True
0.1078087878671455,0.0012467536925318814,0.000561297835466085,198.28031845916624,15.462245091363764,2.19222428513228,198.28034776801033,15.462245151312246,2.192224288650166,207.3579443423922,observed_planck_pr3__mf_v0_v1,,True,experiments/rgpx_proof_proto/cmb_phase_dagger/results/topology_mf_v0_v1/runs/22177371714/planck_lensing_topology_mf_v0_v1__lmax256__nside256__nsims2000__seed731__run22177371714.json,planck_pr3_lensing_phi_topology_mf_v0_v1,256,2000,256,0.0009995002498750624,topology_mf_v0_v1,observed,731,True
0.10783411969661158,0.0012607021528465245,0.0005666555707596965,198.3168987355055,15.396870121853823,2.134483157747551,198.31692805271595,15.396870183422621,2.1344831611164006,206.67864304511477,observed_planck_pr3__mf_v0_v1,,True,experiments/rgpx_proof_proto/cmb_phase_dagger/results/topology_mf_v0_v1/runs/22221615597/planck_lensing_topology_mf_v0_v1__lmax256__nside256__nsims2000__seed2400__run22221615597.json,planck_pr3_lensing_phi_topology_mf_v0_v1,256,2000,256,0.0009995002498750624,topology_mf_v0_v1,observed,2400,True
0.001548388386815504,0.0014758159710521659,0.0008146431948351111,22.28465625595231,21.092659868108356,3.0432196879743123,22.284656309745074,21.092659932284846,3.043219710007854,0.4016921421606143,observed_planck_pr3__mf_v0_v1,,True,experiments/rgpx_proof_proto/cmb_phase_dagger/results/topology_mf_v0_v1/controls/gaussian/runs/22182497771/gaussian_control__mf_v0_v1__lmax320__nside256__nsims2000__seed731__gauss901__run22182497771.json,planck_pr3_lensing_phi_topology_mf_v0_v1,320,2000,256,0.656671664167916,topology_mf_v0_v1,observed,731,True
0.10845876900224662,0.0008659975418045502,0.00034241908726731377,267.0867968828012,20.480277979234785,2.75137417511867,267.08681890430177,20.48027800059564,2.7513741736989332,326.74737541360145,observed_planck_pr3__mf_v0_v1,,True,experiments/rgpx_proof_proto/cmb_phase_dagger/results/topology_mf_v0_v1/runs/22177393266/planck_lensing_topology_mf_v0_v1__lmax320__nside256__nsims2000__seed731__run22177393266.json,planck_pr3_lensing_phi_topology_mf_v0_v1,320,2000,256,0.0009995002498750624,topology_mf_v0_v1,observed,731,True
0.0005891780357202247,0.0008659975418045502,0.00034241908726731377,19.220602086834322,20.480277979234785,2.75137417511867,19.220602095864496,20.48027800059564,2.7513741736989332,0.929064577851698,observed_planck_pr3__mf_v0_v1,,True,experiments/rgpx_proof_proto/cmb_phase_dagger/results/topology_mf_v0_v1/runs/22182720612/planck_lensing_topology_mf_v0_v1__lmax320__nside256__nsims2000__seed731__run22182720612.json,planck_pr3_lensing_phi_topology_mf_v0_v1,320,2000,256,0.670664667666167,topology_mf_v0_v1,observed,731,True
