compressible,turbulent,channel,data
0.894277522645052,0.457175067781287,1.10748386953848,0.901642839959537
0.879729977478227,0.448637420788374,1.1075336364253,0.901620915031701
0.865093383666675,0.440021151052889,1.10758245325659,0.901599670256427
0.850311120590629,0.431307934863435,1.10763016575972,0.901579158694892
0.835277518829486,0.422506022999134,1.10767678928245,0.901559288694694
0.819980041193859,0.413637067664592,1.10772251422125,0.90153983274318
0.804572634721757,0.404704172060985,1.10776710875655,0.901520975242187
0.789190909165072,0.395700255097219,1.10781054256928,0.901502700736469
0.773866807889604,0.386629144802169,1.10785280588067,0.901485016839769
0.758641042947929,0.377491659710558,1.10789389392627,0.901467919928341
0.743609542753804,0.36828189127779,1.10793369926351,0.901451580290462
0.728826869668847,0.359004430322569,1.10797242327917,0.901435918726548
0.71427161760579,0.349667562133542,1.10801010360566,0.901421036863334
0.699874682268513,0.340272503806197,1.10804670834711,0.901407032561999
0.68557233753643,0.330824367645998,1.10808228942306,0.901393898352523
0.671337863341961,0.321330752281859,1.10811696799241,0.901381478855954
0.657143679651668,0.311789400085094,1.10815060241078,0.901369836757251
0.642953566633767,0.302192093744015,1.1081832470731,0.90135886213115
0.628778101213928,0.292536351169742,1.1082149906714,0.901348437283608
0.614713577422296,0.282826938956784,1.1082456580427,0.90133862922526
0.600910924001272,0.273058067833168,1.10827520860417,0.901329416203743
0.587476774016591,0.263219414125639,1.10830378395343,0.901320628011694
0.574443280187976,0.253320124753703,1.10833114399666,0.901312466191393
0.561791494138018,0.243372569491627,1.10835731736816,0.901304876532814
0.549481176837848,0.233377782751561,1.10838240400404,0.901297774231679
0.537499454827487,0.223340348766282,1.10840654419863,0.901291031108929
0.525849369822671,0.213272502794706,1.10842969632236,0.901284700392303
0.514524184378923,0.203177646448642,1.10845171693884,0.901278897281241
0.503544379260573,0.193053140999157,1.10847261025442,0.901273599438208
0.492984780609461,0.182900380911919,1.10849253361676,0.901268637232572
0.482885751198341,0.172721865131464,1.10851156805547,0.901263900579196
0.473228951989276,0.162518884943885,1.10852964293912,0.90125941779901
0.46405692695984,0.152290654267781,1.10854669025487,0.901255230869972
0.455431909558425,0.14203680633832,1.10856264744963,0.901251372282743
0.447353619660207,0.131760321169223,1.10857753536763,0.90124780501234
0.439810397083679,0.121465245094907,1.10859150777393,0.901244390119877
0.432803573531541,0.111154135894683,1.10860451433026,0.901241204091936
0.426368460766579,0.100830273543812,1.10861639093961,0.901238440023921
0.420590142621754,0.09049654390888,1.10862718906972,0.901236110285265
0.415510462163989,0.08015584598158,1.10863702664938,0.901234110163485
0.411085200463099,0.069810638910921,1.10864574499776,0.901232525450616
0.407235669575691,0.059459832547398,1.1086534253356,0.901231241056126
0.403918445390821,0.049099388531658,1.10866020609404,0.901230111219136
0.401149951036829,0.038735542508733,1.10866598120038,0.901229228657479
0.398999599045722,0.028381165332913,1.10867081151755,0.901228526802265
0.39754546220399,0.0180369645604,1.10867460920855,0.901228080907372
0.396822643392305,0.007692919544365,1.10867739836462,0.901227813249408
